city,date,temp_max_c,temp_min_c,temp_mean_c,precipitation_mm,wind_max_kmh,humidity_pct,weather_code
Hyderabad,2026-01-02,22.8,11.8,16.7,0.0,8.9,66,0
Hyderabad,2026-01-03,23.0,10.4,16.4,0.0,4.9,67,0
Hyderabad,2026-01-04,23.9,11.1,17.1,0.0,4.0,66,0
Hyderabad,2026-01-05,23.7,12.2,17.5,0.0,11.7,62,0
Hyderabad,2026-01-06,23.4,11.9,17.2,0.0,13.8,60,0
Hyderabad,2026-01-07,22.1,11.2,16.0,0.0,13.6,61,0
Hyderabad,2026-01-08,20.3,9.6,14.4,0.0,15.6,57,0
Hyderabad,2026-01-09,21.0,8.9,14.3,0.0,11.7,53,0
Hyderabad,2026-01-10,20.2,8.4,13.7,0.0,10.9,56,0
Hyderabad,2026-01-11,20.6,7.3,13.4,0.0,13.5,62,0
Hyderabad,2026-01-12,21.0,7.7,13.7,0.0,10.7,66,3
Hyderabad,2026-01-13,20.8,8.7,14.1,0.0,13.7,66,0
Hyderabad,2026-01-14,24.0,9.1,16.3,0.0,9.1,65,0
Hyderabad,2026-01-15,26.2,13.1,19.3,0.0,13.0,71,0
Hyderabad,2026-01-16,27.0,13.2,19.9,0.0,12.6,69,3
Hyderabad,2026-01-17,25.6,14.8,19.8,0.0,11.9,70,2
Hyderabad,2026-01-18,24.8,14.6,19.1,0.0,9.0,65,0
Hyderabad,2026-01-19,26.1,12.6,18.9,0.0,7.9,62,0
Hyderabad,2026-01-20,26.0,13.0,19.3,0.0,6.8,55,0
Hyderabad,2026-01-21,25.8,13.1,19.2,0.0,9.7,53,0
Hyderabad,2026-01-22,25.5,13.7,18.7,0.2,24.4,68,51
Hyderabad,2026-01-23,19.8,8.2,13.8,0.0,15.9,42,3
Hyderabad,2026-01-24,19.6,7.3,12.9,0.0,17.1,53,3
Hyderabad,2026-01-25,19.6,8.2,13.5,0.0,17.2,48,3
Hyderabad,2026-01-26,19.4,10.1,14.1,0.5,14.3,53,53
Hyderabad,2026-01-27,22.0,11.8,16.4,0.0,14.7,48,3
Hyderabad,2026-01-28,23.6,9.8,16.5,0.0,7.2,53,3
Hyderabad,2026-01-29,23.4,10.9,16.8,0.0,11.3,51,3
Hyderabad,2026-01-30,23.8,12.1,17.3,0.0,12.6,55,3
Hyderabad,2026-01-31,25.0,12.7,18.2,0.0,11.0,53,0
Hyderabad,2026-02-01,26.8,13.2,19.5,0.0,9.7,53,0
Hyderabad,2026-02-02,26.6,13.9,19.8,0.0,12.6,53,3
Hyderabad,2026-02-03,27.9,13.6,20.4,0.0,10.5,51,1
Hyderabad,2026-02-04,28.4,14.1,20.6,0.0,14.1,49,0
Hyderabad,2026-02-05,27.9,14.6,20.5,0.0,13.1,47,2
Hyderabad,2026-02-06,29.0,14.5,20.9,0.0,9.6,45,2
Hyderabad,2026-02-07,28.8,15.1,21.4,0.0,10.4,42,3
Hyderabad,2026-02-08,29.6,14.2,21.9,0.0,10.7,48,3
Hyderabad,2026-02-09,29.4,15.6,22.6,0.0,16.1,51,2
Hyderabad,2026-02-10,27.6,18.2,22.7,0.0,12.6,63,3
Hyderabad,2026-02-11,28.1,16.5,21.9,0.0,16.3,53,3
Hyderabad,2026-02-12,29.0,16.0,21.9,0.0,11.9,47,3
Hyderabad,2026-02-13,31.2,14.9,23.1,0.0,13.5,42,3
Hyderabad,2026-02-14,32.2,15.9,24.3,0.0,11.4,36,0
Hyderabad,2026-02-15,32.5,15.7,24.1,0.0,12.3,49,0
Hyderabad,2026-02-16,29.6,18.1,22.9,0.0,16.4,70,3
Hyderabad,2026-02-17,27.0,16.6,21.7,0.6,13.2,64,53
Hyderabad,2026-02-18,28.3,16.4,22.2,0.0,14.3,53,0
Hyderabad,2026-02-19,29.6,17.8,23.6,0.0,18.0,45,0
Hyderabad,2026-02-20,30.5,17.8,23.9,0.0,14.3,43,0
Hyderabad,2026-02-21,31.2,18.0,24.4,0.0,13.4,42,0
Hyderabad,2026-02-22,32.7,19.5,25.4,0.0,15.3,36,0
Hyderabad,2026-02-23,32.5,17.9,24.7,0.0,12.9,47,0
Hyderabad,2026-02-24,33.5,18.1,25.5,0.0,10.9,39,1
Hyderabad,2026-02-25,34.2,19.1,26.5,0.0,9.7,32,0
Hyderabad,2026-02-26,34.3,19.5,27.1,0.0,15.6,37,0
Hyderabad,2026-02-27,33.5,22.5,27.3,0.0,21.6,35,0
Hyderabad,2026-02-28,33.6,19.6,26.2,0.0,16.9,55,0
Hyderabad,2026-03-01,33.6,19.5,26.5,0.0,12.3,48,0
Hyderabad,2026-03-02,34.3,19.6,26.9,0.0,12.2,41,0
Hyderabad,2026-03-03,35.0,20.1,27.6,0.0,12.9,41,0
Hyderabad,2026-03-04,34.2,19.0,26.5,0.0,16.0,33,0
Hyderabad,2026-03-05,35.3,19.2,26.2,0.0,17.3,42,0
Hyderabad,2026-03-06,37.0,20.0,27.2,0.0,14.9,57,0
Hyderabad,2026-03-07,36.9,20.8,27.3,0.0,16.5,63,3
Hyderabad,2026-03-08,36.9,19.2,27.6,0.0,12.1,51,0
Hyderabad,2026-03-09,37.5,19.9,28.4,0.0,17.7,35,3
Hyderabad,2026-03-10,37.5,22.3,29.1,0.0,20.2,28,0
Hyderabad,2026-03-11,36.8,19.9,28.0,0.0,17.2,42,3
Hyderabad,2026-03-12,36.7,21.9,29.2,0.0,12.3,38,3
Hyderabad,2026-03-13,36.3,22.2,29.4,0.0,16.7,27,2
Hyderabad,2026-03-14,37.1,21.6,29.3,0.0,19.1,29,0
Hyderabad,2026-03-15,36.9,23.9,29.9,0.0,19.2,25,3
Hyderabad,2026-03-16,37.3,22.1,29.6,0.0,18.9,21,0
Hyderabad,2026-03-17,34.4,22.0,28.2,0.0,14.6,32,3
Hyderabad,2026-03-18,32.2,21.0,25.8,7.2,13.3,61,63
Hyderabad,2026-03-19,26.5,18.1,22.0,0.9,9.2,72,51
Hyderabad,2026-03-20,30.4,16.9,23.7,0.0,15.3,63,3
Hyderabad,2026-03-21,30.9,21.4,25.6,0.4,15.5,68,51
Hyderabad,2026-03-22,31.6,21.2,26.3,0.0,14.6,63,3
Hyderabad,2026-03-23,34.1,22.0,27.6,0.0,12.7,54,3
Hyderabad,2026-03-24,34.5,23.2,28.3,0.0,15.6,49,3
Hyderabad,2026-03-25,34.6,24.5,28.5,0.0,21.1,45,3
Hyderabad,2026-03-26,34.3,23.2,27.9,0.3,17.7,54,51
Hyderabad,2026-03-27,34.8,22.6,28.1,0.0,20.7,50,3
Hyderabad,2026-03-28,35.2,24.1,28.5,0.0,28.3,55,3
Hyderabad,2026-03-29,33.5,23.5,27.9,0.0,26.7,43,3
Hyderabad,2026-03-30,32.9,22.6,26.9,0.0,21.5,47,3
Hyderabad,2026-03-31,31.7,20.5,25.8,0.0,18.6,49,3
Hyderabad,2026-04-01,34.0,21.3,27.2,0.0,17.3,50,3
Hyderabad,2026-04-02,26.4,18.9,22.8,2.1,16.5,73,53
Hyderabad,2026-04-03,29.1,17.2,22.8,2.0,17.2,64,61
Hyderabad,2026-04-04,32.5,19.3,25.1,0.0,15.8,54,3
Hyderabad,2026-04-05,33.2,20.5,25.9,0.0,17.0,53,3
Hyderabad,2026-04-06,31.4,21.4,26.2,0.4,23.7,63,51
Hyderabad,2026-04-07,34.5,24.2,28.2,0.0,23.1,54,0
Hyderabad,2026-04-08,35.3,21.4,28.1,0.0,11.9,47,0
Hyderabad,2026-04-09,36.4,22.0,29.0,0.0,19.7,48,0
Hyderabad,2026-04-10,36.7,23.4,30.4,0.0,18.5,41,3
Hyderabad,2026-04-11,38.3,24.5,31.2,0.0,16.6,35,1
Hyderabad,2026-04-12,39.0,24.5,31.9,0.0,14.1,27,3
Hyderabad,2026-04-13,40.0,25.4,32.1,0.0,23.0,29,3
Hyderabad,2026-04-14,40.2,25.8,32.6,0.0,16.0,34,3
Hyderabad,2026-04-15,41.5,25.2,33.2,0.0,18.0,29,3
Hyderabad,2026-04-16,39.0,25.8,31.5,0.0,18.3,34,3
Hyderabad,2026-04-17,41.5,24.3,32.0,0.0,19.2,39,3
Hyderabad,2026-04-18,37.8,24.0,30.3,0.0,18.3,32,3
Hyderabad,2026-04-19,38.8,22.4,30.2,0.0,19.4,49,2
Hyderabad,2026-04-20,40.3,25.4,32.2,0.0,20.3,37,3
Hyderabad,2026-04-21,38.9,25.4,31.0,0.0,22.0,44,3
Hyderabad,2026-04-22,39.0,23.8,30.5,0.0,20.8,53,3
Islamabad,2024-04-22,27.0,16.6,21.4,0.6,12.8,60,51
Islamabad,2024-04-23,28.6,17.0,22.6,0.4,11.9,52,51
Islamabad,2024-04-24,28.0,17.1,22.4,1.3,17.7,52,61
Islamabad,2024-04-25,31.4,17.8,24.7,0.0,13.6,45,3
Islamabad,2024-04-26,29.7,18.8,22.3,2.2,25.3,62,61
Islamabad,2024-04-27,20.7,16.5,18.6,17.2,15.8,73,63
Islamabad,2024-04-28,24.6,16.3,18.9,11.9,19.3,70,63
Islamabad,2024-04-29,22.2,13.8,17.4,19.0,17.3,73,63
Islamabad,2024-04-30,23.2,12.1,17.7,0.0,23.2,61,3
Islamabad,2024-05-01,25.6,12.5,19.2,0.0,13.1,53,3
Islamabad,2024-05-02,28.3,14.3,21.6,0.0,11.2,50,3
Islamabad,2024-05-03,28.2,16.5,22.7,0.0,16.2,58,3
Islamabad,2024-05-04,29.4,16.8,22.9,3.2,20.3,57,61
Islamabad,2024-05-05,30.0,19.4,24.5,0.0,17.2,50,1
Islamabad,2024-05-06,32.9,18.8,25.9,0.0,9.7,51,1
Islamabad,2024-05-07,34.6,21.2,27.2,0.0,11.3,40,0
Islamabad,2024-05-08,35.2,20.7,28.0,0.0,10.8,38,3
Islamabad,2024-05-09,35.2,21.5,28.3,0.0,16.5,38,3
Islamabad,2024-05-10,33.4,22.5,27.8,1.0,18.2,44,55
Islamabad,2024-05-11,32.7,22.3,26.5,2.6,16.3,50,63
Islamabad,2024-05-12,29.1,19.6,23.6,3.3,17.4,59,63
Islamabad,2024-05-13,31.8,17.0,25.0,0.0,14.4,41,0
Islamabad,2024-05-14,34.4,20.2,27.2,0.0,11.4,34,0
Islamabad,2024-05-15,36.6,22.4,28.8,0.0,10.2,33,3
Islamabad,2024-05-16,35.9,21.9,29.2,0.4,27.5,33,51
Islamabad,2024-05-17,37.4,22.7,29.7,0.0,24.2,33,3
Islamabad,2024-05-18,35.9,26.2,30.0,2.7,19.7,37,63
Islamabad,2024-05-19,37.0,24.2,30.4,0.0,16.9,33,3
Islamabad,2024-05-20,37.6,23.1,30.4,0.0,22.1,31,3
Islamabad,2024-05-21,37.6,26.0,31.5,0.0,14.6,27,0
Islamabad,2024-05-22,38.9,23.2,32.0,0.0,11.5,26,0
Islamabad,2024-05-23,38.9,23.6,32.1,0.0,13.4,24,1
Islamabad,2024-05-24,38.3,24.2,32.0,0.0,20.2,27,3
Islamabad,2024-05-25,37.0,25.5,31.4,0.0,19.2,29,0
Islamabad,2024-05-26,39.4,26.1,32.4,0.0,17.2,26,0
Islamabad,2024-05-27,39.4,27.6,32.5,0.0,18.8,20,0
Islamabad,2024-05-28,39.1,26.3,32.2,0.0,19.7,18,0
Islamabad,2024-05-29,39.3,27.0,32.4,0.0,28.1,19,0
Islamabad,2024-05-30,39.3,25.6,31.8,0.0,15.2,20,0
Islamabad,2024-05-31,39.6,24.4,32.6,0.0,22.6,17,1
Islamabad,2024-06-01,40.3,24.5,32.7,0.0,20.2,20,0
Islamabad,2024-06-02,39.4,24.0,32.4,0.0,10.6,20,0
Islamabad,2024-06-03,40.1,25.6,32.7,0.0,24.1,24,3
Islamabad,2024-06-04,38.7,26.6,31.2,0.0,23.6,31,3
Islamabad,2024-06-05,36.4,24.5,30.0,0.9,20.8,32,51
Islamabad,2024-06-06,33.2,22.7,26.5,4.3,18.1,49,61
Islamabad,2024-06-07,33.0,21.9,27.0,0.4,16.6,45,51
Islamabad,2024-06-08,35.3,21.1,28.4,0.0,16.1,38,0
Islamabad,2024-06-09,36.0,21.3,29.1,0.0,17.2,31,0
Islamabad,2024-06-10,38.0,22.6,30.5,0.0,21.6,27,3
Islamabad,2024-06-11,39.4,25.3,32.2,0.0,13.7,24,1
Islamabad,2024-06-12,41.2,26.2,33.6,0.0,11.3,22,1
Islamabad,2024-06-13,40.9,25.8,33.2,0.0,20.9,26,3
Islamabad,2024-06-14,38.8,26.4,32.4,0.0,23.3,28,3
Islamabad,2024-06-15,40.9,27.2,33.4,0.0,24.9,27,3
Islamabad,2024-06-16,41.6,26.8,34.7,0.0,18.1,25,2
Islamabad,2024-06-17,42.8,26.7,34.9,0.0,24.0,24,3
Islamabad,2024-06-18,42.7,28.3,35.2,0.0,22.9,23,2
Islamabad,2024-06-19,40.1,27.3,34.3,0.0,17.3,25,1
Islamabad,2024-06-20,36.0,27.7,31.8,0.0,17.4,32,3
Islamabad,2024-06-21,34.3,24.4,29.4,0.2,14.1,46,51
Islamabad,2024-06-22,37.1,25.0,31.2,0.0,14.1,35,3
Islamabad,2024-06-23,38.0,27.7,32.4,0.0,17.6,34,3
Islamabad,2024-06-24,39.3,26.9,33.1,0.0,12.4,33,1
Islamabad,2024-06-25,40.0,26.1,33.7,0.0,14.0,30,1
Islamabad,2024-06-26,41.5,26.8,35.1,0.0,17.2,28,0
Islamabad,2024-06-27,38.6,29.4,33.3,0.0,19.2,46,1
Islamabad,2024-06-28,36.9,25.5,32.1,0.4,13.0,54,51
Islamabad,2024-06-29,38.2,26.0,32.8,5.7,12.5,50,63
Islamabad,2024-06-30,37.9,25.9,32.3,0.3,10.8,56,51
Islamabad,2024-07-01,38.4,26.5,32.4,5.6,12.3,60,63
Islamabad,2024-07-02,36.8,25.1,31.3,18.9,17.3,67,65
Islamabad,2024-07-03,38.3,26.1,32.5,1.6,17.9,65,55
Islamabad,2024-07-04,32.9,25.8,29.2,7.3,20.6,74,63
Islamabad,2024-07-05,31.1,23.8,27.6,11.7,17.8,79,63
Islamabad,2024-07-06,31.8,21.9,26.9,24.8,14.1,78,63
Islamabad,2024-07-07,30.8,22.1,27.2,0.8,16.9,73,53
Islamabad,2024-07-08,33.7,23.9,29.0,0.0,8.2,72,1
Islamabad,2024-07-09,33.6,24.5,29.3,2.5,13.3,73,61
Islamabad,2024-07-10,33.0,23.8,29.0,11.0,15.9,76,65
Islamabad,2024-07-11,32.7,25.8,28.9,7.2,24.0,76,63
Islamabad,2024-07-12,32.5,25.2,28.7,1.5,19.8,72,61
Islamabad,2024-07-13,32.5,23.5,28.4,0.0,7.3,69,3
Islamabad,2024-07-14,33.4,23.1,28.5,14.1,19.7,67,65
Islamabad,2024-07-15,35.6,24.8,30.2,0.0,12.6,61,1
Islamabad,2024-07-16,35.8,25.3,30.7,0.0,9.7,57,1
Islamabad,2024-07-17,35.6,26.7,31.1,0.3,10.3,59,51
Islamabad,2024-07-18,33.8,24.8,29.0,17.0,17.6,73,65
Islamabad,2024-07-19,34.9,25.9,29.9,0.0,10.5,70,3
Islamabad,2024-07-20,34.7,26.2,30.7,0.1,10.2,69,51
Islamabad,2024-07-21,35.9,26.9,31.2,0.0,12.3,68,1
Islamabad,2024-07-22,35.1,26.8,30.2,5.0,15.8,72,63
Islamabad,2024-07-23,33.8,24.5,28.6,22.9,19.6,77,65
Islamabad,2024-07-24,34.5,26.0,30.0,0.5,6.8,73,51
Islamabad,2024-07-25,35.2,23.8,30.1,3.6,15.5,73,63
Islamabad,2024-07-26,35.7,25.3,30.6,4.2,10.7,72,63
Islamabad,2024-07-27,34.4,25.2,30.7,3.1,16.9,72,61
Islamabad,2024-07-28,33.1,25.6,28.7,9.7,14.6,81,63
Islamabad,2024-07-29,30.3,26.8,28.2,12.7,16.1,86,63
Islamabad,2024-07-30,32.3,25.6,28.8,11.1,12.2,83,63
Islamabad,2024-07-31,34.5,26.1,30.3,0.0,9.0,76,3
Islamabad,2024-08-01,29.2,24.2,26.7,56.6,27.7,85,65
Islamabad,2024-08-02,32.7,24.5,28.7,30.1,8.7,78,65
Islamabad,2024-08-03,32.3,25.2,27.9,1.5,17.0,81,53
Islamabad,2024-08-04,30.5,24.3,27.2,3.6,17.3,83,55
Islamabad,2024-08-05,31.2,24.8,28.1,0.7,8.9,82,51
Islamabad,2024-08-06,33.0,24.6,27.7,13.8,11.2,83,61
Islamabad,2024-08-07,31.9,23.4,26.9,14.8,13.0,86,63
Islamabad,2024-08-08,30.2,24.2,26.8,2.3,12.0,84,51
Islamabad,2024-08-09,31.5,24.7,28.0,1.9,9.8,81,55
Islamabad,2024-08-10,30.7,24.2,27.4,10.3,15.8,85,63
Islamabad,2024-08-11,27.4,23.0,25.1,30.7,16.2,89,65
Islamabad,2024-08-12,31.5,23.3,27.2,0.0,8.9,80,2
Islamabad,2024-08-13,33.1,24.2,28.8,0.0,6.6,73,0
Islamabad,2024-08-14,31.9,25.7,28.8,2.1,13.1,80,53
Islamabad,2024-08-15,28.8,23.8,25.8,29.2,15.2,89,65
Islamabad,2024-08-16,31.8,24.9,27.3,9.1,14.9,85,63
Islamabad,2024-08-17,28.9,24.1,26.2,19.6,13.6,86,63
Islamabad,2024-08-18,32.0,24.5,27.7,0.5,8.3,82,51
Islamabad,2024-08-19,31.3,23.5,27.2,2.3,9.0,85,53
Islamabad,2024-08-20,29.7,22.5,26.1,19.6,11.3,86,65
Islamabad,2024-08-21,30.7,22.3,26.3,5.5,14.8,83,61
Islamabad,2024-08-22,31.9,22.9,27.2,0.0,11.6,76,0
Islamabad,2024-08-23,32.7,23.9,28.1,0.7,9.8,71,51
Islamabad,2024-08-24,32.6,24.3,28.2,0.2,9.1,74,51
Islamabad,2024-08-25,31.5,24.7,27.9,2.8,9.4,77,63
Islamabad,2024-08-26,33.2,25.1,28.8,0.9,11.7,74,53
Islamabad,2024-08-27,30.0,23.3,26.2,1.6,14.9,82,53
Islamabad,2024-08-28,27.2,23.7,25.3,4.4,10.5,86,61
Islamabad,2024-08-29,27.4,23.0,25.1,21.5,14.2,83,63
Islamabad,2024-08-30,28.3,23.0,25.1,19.1,15.4,84,63
Islamabad,2024-08-31,31.5,22.2,26.6,0.0,17.7,77,2
Islamabad,2024-09-01,32.6,23.3,28.0,0.0,8.4,73,0
Islamabad,2024-09-02,29.2,22.7,25.9,18.8,15.7,86,63
Islamabad,2024-09-03,28.9,22.3,25.5,14.7,11.0,84,63
Islamabad,2024-09-04,30.8,22.8,26.5,0.5,7.2,80,51
Islamabad,2024-09-05,30.5,23.0,26.5,0.5,6.0,82,51
Islamabad,2024-09-06,30.2,21.5,25.9,4.5,16.5,81,61
Islamabad,2024-09-07,29.9,21.3,25.4,7.6,11.0,81,63
Islamabad,2024-09-08,31.2,22.6,26.6,0.0,10.1,76,0
Islamabad,2024-09-09,32.7,22.7,27.4,0.0,10.4,74,0
Islamabad,2024-09-10,31.5,23.5,27.7,0.2,11.0,70,51
Islamabad,2024-09-11,32.1,23.4,27.4,0.0,12.6,70,1
Islamabad,2024-09-12,32.7,23.6,28.0,0.0,15.0,64,1
Islamabad,2024-09-13,32.3,23.5,27.7,0.5,14.2,72,53
Islamabad,2024-09-14,29.3,22.0,24.8,19.9,13.9,81,65
Islamabad,2024-09-15,30.3,20.2,25.5,3.9,24.2,71,63
Islamabad,2024-09-16,31.8,21.0,26.2,0.0,12.2,64,1
Islamabad,2024-09-17,31.4,20.9,26.2,0.0,14.6,66,2
Islamabad,2024-09-18,32.2,21.4,26.6,0.0,8.9,62,0
Islamabad,2024-09-19,34.0,22.8,27.6,0.0,6.7,62,0
Islamabad,2024-09-20,33.2,22.3,27.5,0.0,8.8,61,1
Islamabad,2024-09-21,33.0,23.0,27.7,0.0,8.7,68,0
Islamabad,2024-09-22,33.7,23.7,28.4,0.0,7.9,68,0
Islamabad,2024-09-23,34.6,24.1,29.0,0.0,8.4,63,0
Islamabad,2024-09-24,34.9,24.0,29.4,0.0,9.7,62,0
Islamabad,2024-09-25,34.2,26.0,29.7,0.1,10.7,63,51
Islamabad,2024-09-26,31.4,23.5,27.4,9.2,16.0,74,63
Islamabad,2024-09-27,28.4,22.0,24.6,27.2,11.4,82,65
Islamabad,2024-09-28,29.6,20.4,24.7,10.5,23.1,76,63
Islamabad,2024-09-29,29.2,21.6,24.9,0.6,12.1,76,53
Islamabad,2024-09-30,31.0,21.5,25.5,0.0,18.7,73,0
Islamabad,2024-10-01,31.7,21.3,25.7,0.0,10.9,65,0
Islamabad,2024-10-02,32.3,20.7,25.9,0.0,9.3,55,0
Islamabad,2024-10-03,32.0,20.7,26.0,0.0,7.6,59,0
Islamabad,2024-10-04,31.6,21.3,25.8,0.0,10.3,62,3
Islamabad,2024-10-05,30.4,21.1,25.0,1.6,11.3,67,61
Islamabad,2024-10-06,30.2,17.8,24.2,0.0,10.1,64,1
Islamabad,2024-10-07,31.0,18.9,24.5,0.0,22.5,58,3
Islamabad,2024-10-08,27.7,19.6,22.8,5.2,22.7,65,61
Islamabad,2024-10-09,28.5,18.8,23.0,0.0,14.4,61,1
Islamabad,2024-10-10,28.8,17.1,22.4,0.0,11.6,56,0
Islamabad,2024-10-11,29.5,17.5,22.9,0.0,16.6,50,0
Islamabad,2024-10-12,29.9,18.0,23.4,0.0,11.4,49,0
Islamabad,2024-10-13,30.3,18.5,23.6,0.0,9.6,57,0
Islamabad,2024-10-14,30.1,18.6,23.5,0.7,11.2,56,53
Islamabad,2024-10-15,30.5,18.4,23.4,0.0,12.6,56,0
Islamabad,2024-10-16,30.7,18.1,24.1,0.0,11.9,48,0
Islamabad,2024-10-17,30.1,19.2,23.9,0.0,10.1,56,0
Islamabad,2024-10-18,29.8,19.1,23.8,0.0,9.7,57,2
Islamabad,2024-10-19,30.2,17.5,23.5,0.0,10.4,52,0
Islamabad,2024-10-20,29.6,17.6,23.5,0.0,12.3,57,1
Islamabad,2024-10-21,29.2,18.9,23.6,0.0,10.6,63,0
Islamabad,2024-10-22,28.8,18.2,23.2,0.1,14.6,62,51
Islamabad,2024-10-23,27.3,17.3,21.7,1.0,14.9,71,55
Islamabad,2024-10-24,28.0,17.7,22.2,0.0,14.5,57,3
Islamabad,2024-10-25,29.2,16.8,22.0,0.0,15.2,53,0
Islamabad,2024-10-26,30.4,18.9,23.2,0.0,12.6,50,0
Islamabad,2024-10-27,29.1,17.6,22.8,0.0,10.0,56,3
Islamabad,2024-10-28,28.6,18.0,22.7,0.1,9.8,64,51
Islamabad,2024-10-29,23.4,17.9,20.0,33.8,19.2,81,63
Islamabad,2024-10-30,26.7,16.9,21.0,0.0,12.9,68,2
Islamabad,2024-10-31,26.9,17.1,21.0,0.0,18.4,59,0
Islamabad,2024-11-01,26.7,16.1,20.3,0.0,9.9,57,3
Islamabad,2024-11-02,26.4,15.2,20.7,0.0,9.1,55,2
Islamabad,2024-11-03,26.3,15.5,20.3,0.0,9.3,63,3
Islamabad,2024-11-04,26.4,15.4,19.8,0.0,14.3,65,0
Islamabad,2024-11-05,26.0,15.2,20.3,0.0,10.8,67,3
Islamabad,2024-11-06,26.7,16.2,20.7,0.0,11.6,68,2
Islamabad,2024-11-07,26.0,15.9,20.5,0.0,10.2,73,1
Islamabad,2024-11-08,26.1,17.3,21.1,0.0,8.2,80,3
Islamabad,2024-11-09,25.6,16.7,20.6,0.0,8.0,78,2
Islamabad,2024-11-10,24.7,16.3,20.6,1.0,9.2,76,53
Islamabad,2024-11-11,22.0,15.4,18.1,12.9,16.8,79,65
Islamabad,2024-11-12,24.8,14.4,18.5,0.5,15.7,72,51
Islamabad,2024-11-13,23.9,14.7,18.1,0.0,8.1,66,3
Islamabad,2024-11-14,21.9,14.2,17.5,0.3,6.8,78,51
Islamabad,2024-11-15,22.5,13.4,17.1,3.6,14.8,78,63
Islamabad,2024-11-16,20.9,11.9,15.7,0.0,7.9,77,0
Islamabad,2024-11-17,21.7,11.3,15.8,0.0,10.1,65,0
Islamabad,2024-11-18,22.0,11.9,15.6,0.0,10.3,63,3
Islamabad,2024-11-19,21.8,10.8,15.1,0.0,8.0,60,0
Islamabad,2024-11-20,21.5,10.0,14.9,0.0,8.4,61,0
Islamabad,2024-11-21,21.7,11.3,15.4,0.0,8.2,63,0
Islamabad,2024-11-22,21.5,11.8,15.9,0.0,5.8,63,0
Islamabad,2024-11-23,19.7,12.7,15.4,0.8,9.0,72,53
Islamabad,2024-11-24,21.1,11.4,15.5,1.1,10.7,71,53
Islamabad,2024-11-25,22.2,11.6,15.9,0.0,10.5,61,0
Islamabad,2024-11-26,22.2,11.1,15.8,0.0,9.5,50,2
Islamabad,2024-11-27,21.5,10.4,15.4,0.0,9.6,45,0
Islamabad,2024-11-28,22.3,10.3,15.4,0.0,6.0,42,3
Islamabad,2024-11-29,21.2,11.4,15.2,0.0,17.0,49,3
Islamabad,2024-11-30,20.6,10.7,15.1,0.0,10.8,59,3
Islamabad,2024-12-01,21.6,10.9,15.3,0.0,8.0,58,1
Islamabad,2024-12-02,22.1,11.1,15.5,0.0,13.6,54,1
Islamabad,2024-12-03,21.4,9.4,15.2,0.0,12.0,55,3
Islamabad,2024-12-04,21.3,11.1,15.3,0.0,14.9,40,0
Islamabad,2024-12-05,21.0,9.2,14.2,0.0,8.3,44,0
Islamabad,2024-12-06,20.4,9.1,13.5,0.0,12.1,38,2
Islamabad,2024-12-07,19.1,8.4,12.6,0.0,7.9,39,3
Islamabad,2024-12-08,13.2,8.2,10.5,0.2,15.8,64,51
Islamabad,2024-12-09,15.8,6.5,10.2,0.0,13.2,45,0
Islamabad,2024-12-10,16.3,4.5,9.8,0.0,10.8,46,3
Islamabad,2024-12-11,16.2,5.4,9.9,0.0,7.9,52,3
Islamabad,2024-12-12,16.3,5.2,9.7,0.0,6.3,56,1
Islamabad,2024-12-13,16.8,6.3,11.1,0.0,17.5,45,2
Islamabad,2024-12-14,18.6,6.9,11.7,0.0,9.6,45,3
Islamabad,2024-12-15,18.4,7.0,11.8,0.0,4.8,46,3
Islamabad,2024-12-16,18.5,6.1,11.2,0.0,6.2,48,3
Islamabad,2024-12-17,18.3,6.1,10.9,0.0,5.7,53,2
Islamabad,2024-12-18,17.0,7.8,11.2,0.0,4.8,50,3
Islamabad,2024-12-19,17.3,5.5,10.8,0.0,8.6,50,0
Islamabad,2024-12-20,17.2,6.2,10.4,0.0,7.5,60,0
Islamabad,2024-12-21,17.1,5.3,10.4,0.0,5.1,55,3
Islamabad,2024-12-22,16.5,7.2,11.4,0.0,6.2,54,3
Islamabad,2024-12-23,16.2,7.7,10.8,0.0,10.5,65,3
Islamabad,2024-12-24,17.0,5.8,10.6,0.0,9.8,65,0
Islamabad,2024-12-25,18.0,6.8,10.9,0.0,11.8,54,1
Islamabad,2024-12-26,19.4,7.5,12.1,0.0,5.4,47,0
Islamabad,2024-12-27,18.0,7.5,12.0,0.0,7.1,52,2
Islamabad,2024-12-28,16.5,7.2,11.3,0.0,8.2,69,3
Islamabad,2024-12-29,17.5,6.5,11.0,0.0,11.7,68,3
Islamabad,2024-12-30,17.6,6.6,11.2,0.0,7.2,62,3
Islamabad,2024-12-31,17.6,6.4,11.3,0.0,6.6,63,3
Islamabad,2025-01-01,17.9,6.9,11.5,0.7,13.6,60,53
Islamabad,2025-01-02,18.6,6.7,12.0,0.3,6.5,68,51
Islamabad,2025-01-03,19.6,8.2,13.2,0.0,6.0,62,3
Islamabad,2025-01-04,20.2,8.8,13.1,0.0,14.3,57,3
Islamabad,2025-01-05,17.4,8.7,12.3,0.5,12.5,64,51
Islamabad,2025-01-06,15.4,7.8,11.1,3.9,12.1,75,63
Islamabad,2025-01-07,17.3,7.7,11.5,0.0,15.1,56,0
Islamabad,2025-01-08,18.1,7.6,11.9,0.0,16.4,48,0
